CLASS_QNAME;CK_NOC;CK_CBO;CK_DIT;CK_RFC;CK_WMC;CK_LCOM;OO_LoC;OO_LCOM2;OO_LCOM3;OO_Ce;OO_Ca
org.apache.commons.functor.core.composite.ConditionalUnaryFunction;0.0;17.0;1.0;10.0;23.0;4.0;103.0;0.48;0.6;12.0;2.0
org.apache.commons.functor.adapter.UnaryFunctionUnaryProcedure;0.0;16.0;1.0;10.0;13.0;9.0;82.0;0.6666666666666667;0.8;13.0;1.0
org.apache.commons.functor.adapter.UnaryProcedureUnaryFunction;0.0;15.0;1.0;10.0;14.0;9.0;72.0;0.6666666666666667;0.8;12.0;2.0
org.apache.commons.functor.adapter.RightBoundPredicate;0.0;19.0;1.0;10.0;18.0;9.0;84.0;0.5555555555555556;0.6666666666666667;13.0;13.0
org.apache.commons.functor.core.composite.TransformedProcedure$Helper;0.0;12.0;1.0;3.0;0.0;0.0;29.0;0.33333333333333337;0.33333333333333337;0.0;1.0
org.apache.commons.functor.core.composite.CompositeUnaryFunction$Helper;0.0;16.0;1.0;10.0;9.0;4.0;69.0;0.4666666666666667;0.5833333333333334;0.0;1.0
org.apache.commons.functor.core.composite.TransformedProcedure;0.0;19.0;1.0;9.0;9.0;4.0;105.0;0.6666666666666667;0.8333333333333333;15.0;1.0
org.apache.commons.functor.core.composite.TransformedFunction;0.0;21.0;1.0;9.0;10.0;4.0;103.0;0.6;0.75;13.0;1.0
org.apache.commons.functor.core.algorithm.FindWithinGenerator$FindProcedure;0.0;9.0;1.0;2.0;2.0;0.0;30.0;0.0;0.0;0.0;1.0
org.apache.commons.functor.core.collection.IsElementOf;0.0;20.0;1.0;17.0;30.0;28.0;117.0;0.9375;1.0714285714285714;16.0;1.0
org.apache.commons.functor.adapter.ProcedureFunction;0.0;14.0;1.0;10.0;14.0;9.0;70.0;0.6666666666666667;0.8;12.0;1.0
org.apache.commons.functor.core.comparator.ComparatorFunction;0.0;19.0;1.0;11.0;10.0;9.0;74.0;0.7222222222222222;0.8666666666666666;15.0;1.0
org.apache.commons.functor.core.composite.WhileDoProcedure;0.0;7.0;2.0;6.0;2.0;1.0;29.0;1.0;2.0;7.0;1.0
org.apache.commons.functor.core.algorithm.WhileDo;0.0;6.0;2.0;5.0;1.0;0.0;23.0;1.0;1.0;6.0;1.0
org.apache.commons.functor.generator.BaseGenerator;9.0;17.0;1.0;9.0;6.0;13.0;75.0;0.6666666666666667;0.8;11.0;10.0
org.apache.commons.functor.core.algorithm.FindWithinGenerator;0.0;24.0;1.0;8.0;21.0;2.0;130.0;0.5;0.6666666666666666;16.0;1.0
org.apache.commons.functor.core.composite.BinaryOr;0.0;13.0;2.0;14.0;12.0;15.0;89.0;1.0;1.2;9.0;1.0
org.apache.commons.functor.core.algorithm.PredicatedLoop;4.0;13.0;1.0;10.0;12.0;1.0;66.0;0.5;0.6666666666666666;13.0;5.0
org.apache.commons.functor.adapter.LeftBoundPredicate;0.0;19.0;1.0;10.0;18.0;9.0;84.0;0.5555555555555556;0.6666666666666667;13.0;1.0
org.apache.commons.functor.core.composite.ConditionalFunction;0.0;16.0;1.0;10.0;23.0;4.0;101.0;0.48;0.6;12.0;2.0
org.apache.commons.functor.core.composite.TransformedBinaryProcedure;0.0;22.0;1.0;9.0;9.0;4.0;105.0;0.6;0.75;15.0;1.0
org.apache.commons.functor.core.comparator.IsLessThanOrEqual;0.0;20.0;1.0;12.0;17.0;15.0;110.0;0.8095238095238095;0.9444444444444445;16.0;1.0
org.apache.commons.functor.core.comparator.ComparableComparator;0.0;10.0;1.0;8.0;5.0;10.0;51.0;0.9;1.125;10.0;10.0
org.apache.commons.functor.core.IsEqual;0.0;14.0;1.0;8.0;9.0;15.0;71.0;1.0;1.2;11.0;1.0
org.apache.commons.functor.core.composite.TransformedFunction$Helper;0.0;11.0;1.0;3.0;1.0;0.0;29.0;0.33333333333333337;0.33333333333333337;0.0;1.0
